,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,lnN,shapes,syst_type,direction,variation_alias
0,data_obs,pass,default,black,DATA,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Data.root,hpass,Data,Data,,,,,,
17,Signal_C6_MD3000_MBH8000_n6,pass,default,red,SIGNAL,1.0,lumi,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hpass,Signal_C6_MD3000_MBH8000_n6,BH signal,,1.016,,lnN,,
18,Signal_C6_MD3000_MBH8000_n6,pass,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hpass_SVMsyst_up,Signal_C6_MD3000_MBH8000_n6,BH signal,,,1.0,shapes,Up,SVMsyst
19,Signal_C6_MD3000_MBH8000_n6,pass,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hpass_SVMsyst_down,Signal_C6_MD3000_MBH8000_n6,BH signal,,,1.0,shapes,Down,SVMsyst
20,Signal_C6_MD3000_MBH8000_n6,pass,default,red,SIGNAL,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hpass,Signal_C6_MD3000_MBH8000_n6,BH signal,,,,,,
33,data_obs,fail,default,black,DATA,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Data.root,hfail,Data,Data,,,,,,
50,Signal_C6_MD3000_MBH8000_n6,fail,default,red,SIGNAL,1.0,lumi,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hfail,Signal_C6_MD3000_MBH8000_n6,BH signal,,1.016,,lnN,,
51,Signal_C6_MD3000_MBH8000_n6,fail,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hfail_SVMsyst_up,Signal_C6_MD3000_MBH8000_n6,BH signal,,,1.0,shapes,Up,SVMsyst
52,Signal_C6_MD3000_MBH8000_n6,fail,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hfail_SVMsyst_down,Signal_C6_MD3000_MBH8000_n6,BH signal,,,1.0,shapes,Down,SVMsyst
53,Signal_C6_MD3000_MBH8000_n6,fail,default,red,SIGNAL,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Signal_C6_MD3000_MBH8000_n6.root,hfail,Signal_C6_MD3000_MBH8000_n6,BH signal,,,,,,
