,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,lnN,shapes,syst_type,direction,variation_alias
0,data_obs,pass,default,black,DATA,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Data.root,hpass,Data,Data,,,,,,
25,Signal_C1_MD2000_MBH9000_n2,pass,default,red,SIGNAL,1.0,lumi,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hpass,Signal_C1_MD2000_MBH9000_n2,BH signal,,1.016,,lnN,,
26,Signal_C1_MD2000_MBH9000_n2,pass,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hpass_SVMsyst_up,Signal_C1_MD2000_MBH9000_n2,BH signal,,,1.0,shapes,Up,SVMsyst
27,Signal_C1_MD2000_MBH9000_n2,pass,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hpass_SVMsyst_down,Signal_C1_MD2000_MBH9000_n2,BH signal,,,1.0,shapes,Down,SVMsyst
28,Signal_C1_MD2000_MBH9000_n2,pass,default,red,SIGNAL,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hpass,Signal_C1_MD2000_MBH9000_n2,BH signal,,,,,,
37,data_obs,fail,default,black,DATA,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Data.root,hfail,Data,Data,,,,,,
62,Signal_C1_MD2000_MBH9000_n2,fail,default,red,SIGNAL,1.0,lumi,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hfail,Signal_C1_MD2000_MBH9000_n2,BH signal,,1.016,,lnN,,
63,Signal_C1_MD2000_MBH9000_n2,fail,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hfail_SVMsyst_up,Signal_C1_MD2000_MBH9000_n2,BH signal,,,1.0,shapes,Up,SVMsyst
64,Signal_C1_MD2000_MBH9000_n2,fail,default,red,SIGNAL,1.0,SVM,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hfail_SVMsyst_down,Signal_C1_MD2000_MBH9000_n2,BH signal,,,1.0,shapes,Down,SVMsyst
65,Signal_C1_MD2000_MBH9000_n2,fail,default,red,SIGNAL,1.0,nominal,./histograms_for_2DAlphabet_v18//BH_Signal_C1_MD2000_MBH9000_n2.root,hfail,Signal_C1_MD2000_MBH9000_n2,BH signal,,,,,,
